Transaction ID,Customer ID,Amount,Date,Status,Branch ID,Branch Name,City,Payment Mode,Merchant Name,Product Category
5479efce9633ba541695f67db12cff07,5c508777098cd5c583e3d827cee7674a,567.32,2023-04-15,Failed,VAD307,Vadapalani,Chennai,UPI,Merchant_82,Groceries
c492ec778abdeb77aa394917fb6d8914,a8a67f948c5e14bae04fbac90ab63069,450.99,2023-03-14,Failed,VAD506,Vadapalani,Chennai,UPI,Merchant_2,Groceries
f43d836b8dd2cb51b9bc50a6f14f2c74,89e0d865564dc935eb8185523379cfd8,473.87,2023-03-18,Failed,VAD439,Vadapalani,Chennai,UPI,Merchant_79,Electronics
4235bc8f2356b3818b501c20885ad191,1b96a31490ba39cd8afde18103b4557e,185.88,2023-03-30,Failed,VAD983,Vadapalani,Chennai,Net Banking,Merchant_57,Clothing
509169db4815043bad8faa071797ecb5,22538f868d502502a93c970d8ecb5591,433.2,2023-05-23,Failed,VAD121,Vadapalani,Chennai,Credit,Merchant_19,Clothing
e57310835a6e7813dc0ee0421c8843da,7b14714f5f1ce330a44d2c3023a7b06f,230.21,2023-10-25,Successful,VAD292,Vadapalani,Chennai,UPI,Merchant_100,Health
e647fabe0e5f4ce89a4e744ed56f0a7f,3071dc8e039e9bb1da4b58c73bc23ace,525.11,2023-11-15,Failed,VAD904,Vadapalani,Chennai,Debit,Merchant_79,Clothing
3a933be9b075f941ea620354f7f7e25e,376cdecd09d93bdc66aaf349d51232ee,952.76,2023-11-22,Successful,VAD357,Vadapalani,Chennai,Net Banking,Merchant_54,Electronics
966ed896c33eca77fb5b05c7627898af,f567379f912840e910989abc8145f7c6,645.06,2023-01-09,Failed,VAD804,Vadapalani,Chennai,Net Banking,Merchant_78,Clothing
2695206b4834566d934cf5d2130c811b,2867651f53de635d9dbf25339db30e55,375.89,2023-02-12,Failed,VAD283,Vadapalani,Chennai,Debit,Merchant_32,Health
aa9ffeeb45dd303cf615b9482c8c5689,6a767be56339a0cc0e906779ac4538d5,131.06,2023-01-31,Failed,VAD655,Vadapalani,Chennai,Credit,Merchant_39,Electronics
4d0a10b8b3750c157db50156cca6bf50,a0832ca54037ae2a89af403da3c61a2b,385.96,2023-08-12,Successful,VAD917,Vadapalani,Chennai,UPI,Merchant_1,Electronics
f09491f737eb00ca92d9c7be9a73b14d,ecec1e7bf8097a5aab548e1c3696ecc2,187.08,2023-11-24,Failed,VAD700,Vadapalani,Chennai,UPI,Merchant_56,Health
8355d53116d55d76a282e52219d24d6a,0c0fc081a616695498e21cb4778ad0a2,427.65,2023-08-06,Failed,VAD951,Vadapalani,Chennai,UPI,Merchant_14,Groceries
84e60c1f52c6e7e5e6a800fce1bd9636,1b60196732ad6c6b189d348dd3a763f2,697.65,2023-03-10,Failed,VAD208,Vadapalani,Chennai,Credit,Merchant_2,Groceries
814430f2f4773fbbea984e0cfb3426a1,1942e57a546f43bb741b4d894830fcc0,720.03,2023-10-21,Successful,VAD203,Vadapalani,Chennai,Debit,Merchant_25,Clothing
98f68ccf8606667b636aa49fe736e29a,c1608167200e2f97467ada95b83feb02,576.68,2023-04-20,Successful,VAD497,Vadapalani,Chennai,UPI,Merchant_56,Groceries
65372c03225636acd01188139fd8580e,2acb563d59b71f28acb15d0a3b09aa9c,178.95,2023-07-21,Successful,VAD843,Vadapalani,Chennai,Debit,Merchant_86,Groceries
bc756d64d881896c6d598253a5712de4,08f316172a20a91c04a01a3d93682f38,365.65,2023-05-07,Failed,VAD448,Vadapalani,Chennai,Credit,Merchant_79,Electronics
758326a7ffdc194814acc2352601e88d,ec34608576276bf49d01c67dbb3b9913,918.3,2023-06-03,Successful,VAD791,Vadapalani,Chennai,Credit,Merchant_28,Electronics
cfd3dab5e3a62cc6b464111e6158a968,081cfe4b9e52a8ebf65961f650a7088f,558.17,2023-12-29,Successful,VAD330,Vadapalani,Chennai,Credit,Merchant_70,Groceries
393a149231eb600e3593a2dbcdeb6bcd,a065bfe32a79674da92967152445a48a,420.05,2023-05-12,Failed,VAD825,Vadapalani,Chennai,Net Banking,Merchant_84,Clothing
b76f585998809604838a425f13dfe309,a5ed4145634594595b56e84210d487de,457.24,2023-03-17,Failed,VAD648,Vadapalani,Chennai,UPI,Merchant_39,Electronics
b006181229696def298742b7ab7f68a0,599c66470e76be340cb417b2d582469c,516.11,2023-11-06,Successful,VAD804,Vadapalani,Chennai,Credit,Merchant_70,Groceries
8c6df84dc8235e5dfc65e4dc49c0e0ef,0f77759ed7ac0417f0b86611b14613c4,286.76,2023-05-20,Failed,VAD400,Vadapalani,Chennai,Debit,Merchant_1,Electronics
acbd6674900d69b459a9859a5ce2f8a3,0e332f2e85d57cabed492d911c935578,492.05,2023-07-06,Failed,VAD551,Vadapalani,Chennai,UPI,Merchant_63,Groceries
af42d3fd1011b3bfc2e368bff4a5732a,8bdf180c9ee5396c7ffd7145bc59ce61,149.52,2023-05-29,Failed,VAD859,Vadapalani,Chennai,Credit,Merchant_13,Groceries
4a75bd4ae75ab2fc06f2b3f2b47e5595,e2432e32bba8c1a56170730e3eda8014,476.09,2023-08-04,Failed,VAD563,Vadapalani,Chennai,Debit,Merchant_3,Electronics
746d66993beabd839d77ad4446f3d3ee,c2a93ff832e33f3f64f465adf5176566,952.33,2023-07-24,Failed,VAD630,Vadapalani,Chennai,Debit,Merchant_58,Electronics
edc728f56036b8bde00e340776fc9f2c,7f9aa958c8fa37c1d247712fa3676498,981.98,2023-08-04,Failed,VAD110,Vadapalani,Chennai,Debit,Merchant_15,Clothing
c61ca6e387e72f497aa6d5f7d34966fd,37261e7352ba47a0f24e9869b1ec5a30,958.12,2023-05-18,Successful,VAD703,Vadapalani,Chennai,UPI,Merchant_36,Health
9d1eda6fc6b592c8de7626ec4d5915c5,8f7019b0e60cacb92093deab35b419a2,480.14,2023-05-16,Failed,VAD100,Vadapalani,Chennai,UPI,Merchant_31,Clothing
e51d273f7a06a735ea4b29784b9de8ed,402942c052269979d7019d08125765b5,818.15,2023-01-28,Successful,VAD535,Vadapalani,Chennai,Credit,Merchant_39,Electronics
d1a68b0dc5ac3a3b577fc14eab9caa72,55b3f4c68d65a04224b668284292c3d0,526.32,2023-08-12,Successful,VAD370,Vadapalani,Chennai,Debit,Merchant_29,Clothing
5f28ccfac6341b8a1dbceded6c50c7cd,572b68871b4c2053af026fb28a02c7b6,421.61,2023-07-04,Failed,VAD406,Vadapalani,Chennai,UPI,Merchant_49,Health
a4b01233ee38bf6f01aed58022031ba8,0252b05815ad16a64e655abc8a23f8fd,370.63,2023-07-22,Failed,VAD928,Vadapalani,Chennai,Net Banking,Merchant_80,Groceries
5948823058c938f2877010269f6b99f9,276733714d4e6be0854107c8e96945ce,391.56,2023-02-06,Successful,VAD667,Vadapalani,Chennai,Net Banking,Merchant_66,Clothing
1373ad30f26cf5ab873e3321a3ee4658,694e0a6c8bc87e4d11f27d6b287b2251,555.1,2023-04-13,Failed,VAD357,Vadapalani,Chennai,Debit,Merchant_23,Health
6508493f00601a43ec94a66f0c9dc3fc,5577e8a685f2fef7588d54915ec8cb97,616.58,2023-05-07,Failed,VAD583,Vadapalani,Chennai,UPI,Merchant_7,Clothing
d828b331600750398abf7eecb66573e6,79a3e001edb0435cc95bff600d99295a,964.95,2023-04-30,Failed,VAD889,Vadapalani,Chennai,UPI,Merchant_63,Health
6aafaf8b0d62cf460a684d766b148a92,f29d31c88969db0dd53cc540e67f14bb,18.0,2023-08-19,Failed,VAD254,Vadapalani,Chennai,UPI,Merchant_26,Clothing
a2af4a82b2e2b00a32c1f11893b7810c,8795791bb4ed03ad886b953d8e65f225,164.54,2023-04-15,Successful,VAD743,Vadapalani,Chennai,Debit,Merchant_94,Clothing
7680ab6785b75271a81643fb3dd14a4f,a791b4aab86a6d2dcaff0b1552c1ad8e,583.05,2023-04-03,Successful,VAD468,Vadapalani,Chennai,UPI,Merchant_46,Clothing
f1a0e4002c76831cd5ae7f8d96df0329,923a3d2752dfe327d8b83045d5f65857,455.84,2023-09-08,Successful,VAD222,Vadapalani,Chennai,UPI,Merchant_45,Health
699ef4ce34f87d0f8e84c6547d88ccef,dc03f7466a48e0f59d430fd929fce0c8,49.18,2023-01-21,Failed,VAD450,Vadapalani,Chennai,Credit,Merchant_71,Health
3f3a2b8157b1c85cfb37e650e1d4b753,9793b6101c7a5e492a6909d6a964f4bb,772.23,2023-05-26,Failed,VAD657,Vadapalani,Chennai,Debit,Merchant_69,Clothing
7baa8549ff0a4420ef57a9df8bd7649b,d4d989147a45775729d853d2614cbf55,952.75,2023-12-09,Successful,VAD305,Vadapalani,Chennai,Net Banking,Merchant_27,Groceries
