Transaction ID,Customer ID,Amount,Date,Status,Branch ID,Branch Name,City,Payment Mode,Merchant Name,Product Category
1254a86cf0370813749a0d45b675623a,13bc405a6017a919bc128bb74a1ab49c,546.71,2023-10-26,Failed,GUI466,Guindy,Chennai,Debit,Merchant_86,Clothing
012c9fb041bf6ed8d736a3845e51ff07,a37f7e4b82e5e4c45534454c0cc0b775,807.42,2023-09-09,Failed,GUI710,Guindy,Chennai,UPI,Merchant_63,Groceries
6cad1435ce8c62f7aefa34cfee28677d,abb8d9155bf55a8138997c0259cb3487,828.59,2023-05-01,Successful,GUI252,Guindy,Chennai,Credit,Merchant_83,Health
2e5c8ac57706c2b17c905bd445ba3efe,80573b0fbb84b2316a515ea31c432590,95.0,2023-11-30,Successful,GUI628,Guindy,Chennai,Net Banking,Merchant_22,Groceries
3959bf56766e972c941e1816ca40b73a,d5295fc90b89aeae3098d9fbf1b5ed9d,335.63,2023-12-25,Failed,GUI612,Guindy,Chennai,Debit,Merchant_4,Clothing
7a4082f5fb3da196d92d23a3efdb716c,627c224cc834105cc94afaa94ee044ff,323.32,2023-09-29,Failed,GUI501,Guindy,Chennai,Debit,Merchant_15,Health
170f6bab833485e42efcf6c8aa94e6b5,09a595f1fbdd36043b47855843116f66,480.33,2023-06-06,Successful,GUI372,Guindy,Chennai,Credit,Merchant_73,Electronics
d17d72c6c48beb88590c5951c6a74aee,5ce46110b0243a0f0997c398082f54b2,577.94,2023-12-30,Failed,GUI703,Guindy,Chennai,Net Banking,Merchant_10,Groceries
20e0d5d8d11fa2bfc50b618b3e944f0b,bcea44e0ac6c9774effe825cae3ae2db,460.01,2023-03-21,Successful,GUI568,Guindy,Chennai,Net Banking,Merchant_82,Health
d0feba46da9a824d784323e27eb999aa,4a7d2b90b3c0d9666d68d72d4e6d41eb,729.23,2023-03-11,Failed,GUI378,Guindy,Chennai,Net Banking,Merchant_87,Clothing
8e062f52a9b79f29ab9391705ab89d6b,5df3dd8a45f9bd0cbcdfa4126a8ddb8a,160.48,2023-07-11,Failed,GUI948,Guindy,Chennai,Credit,Merchant_88,Groceries
c98591c87f32348aa7c521b540750105,7c7587e4c508beff140cbe59c37604f5,386.99,2023-10-02,Successful,GUI346,Guindy,Chennai,Debit,Merchant_52,Clothing
e2ec741e00fb5fc46b9dd00a88785a0a,5ad6ba2277dc5891b62a8f95acc238f4,93.22,2023-03-22,Failed,GUI369,Guindy,Chennai,Credit,Merchant_45,Clothing
756f6c5db6b47f7d32f4df273bace951,d5ec60e45ea8b77f9a5586b577cfd885,943.5,2023-10-01,Failed,GUI704,Guindy,Chennai,Net Banking,Merchant_64,Groceries
0cbfa067e9590a17bb45085d4dea9543,a1a5f1c1f8839061dc17cccfd7f53938,764.81,2023-03-01,Successful,GUI984,Guindy,Chennai,Credit,Merchant_24,Electronics
65c67348cb42973f3ae474101f09e4e7,ce74f63e7e344d9a0c4bad61cdfb552f,577.23,2023-02-16,Successful,GUI697,Guindy,Chennai,Debit,Merchant_46,Health
233a0deb1817607d52265775ccbc5259,f38e54b52ed2626aa8a402503bff85fe,36.74,2023-12-26,Failed,GUI745,Guindy,Chennai,Net Banking,Merchant_4,Clothing
a742c68152cbb5720593e3c970da463b,68d86e91dca240bc27ad40abc6606377,637.22,2023-12-13,Failed,GUI813,Guindy,Chennai,UPI,Merchant_5,Clothing
7ed0520235cd97ea8e320b5688f34e4e,ae70e1c356189c522ebab5962b46e207,93.83,2023-12-19,Failed,GUI287,Guindy,Chennai,Credit,Merchant_52,Electronics
1e75a7afced3fcb6b6ca4f34c614d3f5,f6563f289ff6112808d1d56974e9e06c,764.31,2023-01-16,Failed,GUI579,Guindy,Chennai,Debit,Merchant_33,Health
aa4e476b36d4787441dda47955afa14c,e9602c4eab52938170f456897b1a89ea,420.71,2023-01-08,Failed,GUI392,Guindy,Chennai,Net Banking,Merchant_92,Groceries
f63c18cba12f1a0fa916cf4abdfac6e9,34356287d52185638dd7360701dcb938,359.16,2023-04-27,Successful,GUI350,Guindy,Chennai,Debit,Merchant_91,Groceries
d54c61a4c08724afb236961e9611d2d3,c643431425bcbf247134291d3a21b329,669.99,2023-10-25,Successful,GUI258,Guindy,Chennai,Credit,Merchant_23,Electronics
ee83c6e64aafcb58cc8f9d27cb3210e9,cbc3cc72e5e26fc64a710d441ba51374,246.02,2023-07-30,Failed,GUI628,Guindy,Chennai,Net Banking,Merchant_15,Groceries
80d199cfe90c5729a47bcc5839f9b38e,966ffeacd0fa0d2e2cfb2eea4a3bf961,283.2,2023-06-13,Successful,GUI245,Guindy,Chennai,Credit,Merchant_53,Electronics
537ca3e04b94b11be032f8fae123c91a,8cf01b59222b4b397f7dc311ddf6b8d6,651.93,2023-05-06,Failed,GUI435,Guindy,Chennai,Net Banking,Merchant_94,Groceries
3fe657d5f31fc7e54d86b177b3878d61,dc30ba1a701d41f79d3717d7b0c7499b,303.42,2023-12-15,Successful,GUI574,Guindy,Chennai,Credit,Merchant_59,Clothing
46070a1ebc022ff683cacd97a80b8cf9,7137d09d88ccd44683b01b826165e927,458.17,2023-08-10,Failed,GUI789,Guindy,Chennai,UPI,Merchant_86,Health
dd992038749d04389977662a0c6c1465,227f205835f1f209f3bb4f147c7dcff1,355.23,2023-05-20,Failed,GUI365,Guindy,Chennai,Debit,Merchant_71,Electronics
8cf832af5c3475acae598fb3af7cf06f,0e479d0e2dc74edb7c9511bba7796b8c,975.12,2023-01-21,Successful,GUI878,Guindy,Chennai,Net Banking,Merchant_69,Clothing
af55dd91f0f8291c43512d335b41dfbb,3532bc5c65411160b3f0b88a33b8e4d5,143.72,2023-01-30,Failed,GUI657,Guindy,Chennai,Net Banking,Merchant_13,Clothing
050f6f5a5b9bbeb698f7ecb9cdee706d,32c92ba3a4f362ccb720475ef1adf864,975.16,2023-01-30,Failed,GUI287,Guindy,Chennai,Net Banking,Merchant_50,Clothing
7bb1d189442519546992ae130c950c17,99e2880d54c03a029c774f6c904a02fe,90.44,2023-12-08,Successful,GUI394,Guindy,Chennai,Credit,Merchant_43,Health
107df91980c09420a493ee2332f15d74,e96c7e9fe29491a4ff0337a6b5267bd3,370.58,2023-07-11,Failed,GUI774,Guindy,Chennai,Net Banking,Merchant_83,Health
1d6200bdb9137005af0056211d1fe449,7be892bb032808b43bc9939021f370ac,620.04,2023-11-22,Successful,GUI466,Guindy,Chennai,Net Banking,Merchant_99,Electronics
e9c7a680f4ed66eb7bdca224c6479eb9,df11e21c8ca5a841f872b95f43a47827,411.18,2023-08-24,Successful,GUI109,Guindy,Chennai,Credit,Merchant_1,Groceries
e66924210392d475e0eec85a399e6c64,6b1b6a408fd3e8b25e09d866a7422bad,730.9,2023-06-05,Successful,GUI320,Guindy,Chennai,Credit,Merchant_59,Groceries
b4ccbd75b6843cbcd738e592ace8f370,a0f355396c646bb7987e9bc18a95f9ba,111.62,2023-12-09,Failed,GUI132,Guindy,Chennai,Debit,Merchant_50,Groceries
c7d6c060ece8855d393bda5b1f8d522f,c55e7723c65500bdc13ad7ff2d1381a2,433.77,2023-07-26,Successful,GUI923,Guindy,Chennai,UPI,Merchant_10,Clothing
db7642f5a8ad34e5aace90bdf119cb27,9d341671a21701d1ce9149eda3c50300,941.9,2023-09-01,Successful,GUI900,Guindy,Chennai,Credit,Merchant_86,Health
542dceaa8f83b549c0dda67c3820a274,971a12ed8bbcd9c8158910c25f992cbb,149.37,2023-11-30,Successful,GUI148,Guindy,Chennai,Net Banking,Merchant_51,Clothing
80c9f1d6afd0bd04f20c363a4a705829,214106a3ef8eb010d0fbe969f032db8f,67.09,2023-10-29,Failed,GUI755,Guindy,Chennai,UPI,Merchant_19,Electronics
26da15c16e34ef6774de071f8dd87eff,34098a4447b1323eed446a5302ec5f5b,110.36,2023-10-28,Failed,GUI323,Guindy,Chennai,Net Banking,Merchant_10,Health
