Transaction ID,Customer ID,Amount,Date,Status,Branch ID,Branch Name,City,Payment Mode,Merchant Name,Product Category
354d63ee2fce610aaad33fa4986086c4,9fe4552a83b7df6bbbe88ef3b28db976,620.37,2023-12-15,Successful,BAN659,Banjara Hills,Hyderabad,UPI,Merchant_59,Electronics
2392f325b2a0e6cdecc8c6bea7a1d3c7,a1b46a6146ae493afbbf1d3c756f693a,188.02,2023-07-30,Failed,BAN848,Banjara Hills,Hyderabad,Debit,Merchant_13,Health
a800bcda1dc158a1f365587f3e056fbe,6540df320cb55f9dddd95a2eebf6ae73,277.8,2023-09-21,Failed,BAN452,Banjara Hills,Hyderabad,Net Banking,Merchant_65,Groceries
d5202078df8cc4133a6c4e726062d518,b9330073f739035760a91d11533d4b12,447.82,2023-05-14,Failed,BAN897,Banjara Hills,Hyderabad,Net Banking,Merchant_11,Health
479649d53fc9a8f860abdc68ea75b238,f05d8f6e222dae0712eb9cee18f792fb,430.16,2023-01-11,Successful,BAN416,Banjara Hills,Hyderabad,Net Banking,Merchant_59,Groceries
28be43d429b86df65a766d839a6a4f2a,783ae5f673958dad5eba49f4cd62fdd0,187.86,2023-05-15,Failed,BAN890,Banjara Hills,Hyderabad,Debit,Merchant_27,Health
c1411e99b8885d8bcfe40f1b5bb4d3ee,70385a23f3b56488b547f53c396b098c,863.1,2023-11-26,Failed,BAN224,Banjara Hills,Hyderabad,Debit,Merchant_32,Clothing
2d49fadd2610e4b29562d6955f9c8e31,8a29a026704625ea43bc045a3bf78401,845.25,2023-08-03,Failed,BAN620,Banjara Hills,Hyderabad,Credit,Merchant_30,Health
e05b1b0f70f1c9d313e259775f575c09,f67d5a4cd17e8cdaae690c8175bc8b14,463.69,2023-12-21,Successful,BAN618,Banjara Hills,Hyderabad,Credit,Merchant_23,Health
911a0381c8a19874b6dfc24750015c98,62eaf01028dac6d90c462f112f8f233e,984.57,2023-04-17,Successful,BAN126,Banjara Hills,Hyderabad,Credit,Merchant_90,Clothing
153462749334fcbcf519a2c2190f89ef,9d560137b94669f5b975d7629b4c4dfd,29.18,2023-11-29,Successful,BAN240,Banjara Hills,Hyderabad,Credit,Merchant_76,Groceries
32e92a72a916ebdfe60d3b8637baf6ce,d6ecebd2d24d8f865a077b7c73d7b4b7,482.49,2023-06-01,Failed,BAN759,Banjara Hills,Hyderabad,Net Banking,Merchant_5,Health
50b9573c9dd092b68a4bbaee6a51e2fe,3609213b090cf359ccb20abef5ecfd35,112.92,2023-01-06,Failed,BAN221,Banjara Hills,Hyderabad,Debit,Merchant_9,Health
979fa1ac1b09f9ef73546a9c83d79892,f222ad72eb18b3f96b84e7ca3b69309f,401.3,2023-04-27,Successful,BAN278,Banjara Hills,Hyderabad,UPI,Merchant_54,Electronics
56e2a5a6e7c02639ef152102b0b41013,d79cd4b15a59fe428ba9eaed5cd00155,800.48,2023-04-07,Failed,BAN940,Banjara Hills,Hyderabad,Net Banking,Merchant_22,Clothing
1a7d619b27d134b1c14d442b73978f6e,468d812a3c8df6de37fe72c04442f80d,154.48,2023-09-12,Failed,BAN163,Banjara Hills,Hyderabad,UPI,Merchant_96,Health
255f6dc27e9b2fe179ee2529bb88f505,10ee3f8329fecaac5c412ee0e3079e05,785.91,2023-10-22,Successful,BAN845,Banjara Hills,Hyderabad,Credit,Merchant_99,Clothing
a33a2c4ddd597f0c0757a000c07660d8,10bfa1bd5d852f2bf615dba7b8f310b1,406.27,2023-02-06,Successful,BAN168,Banjara Hills,Hyderabad,UPI,Merchant_83,Clothing
188b478c4185732510b71a05a2d06746,87a7f61f736428daffe4c14b8b91beca,690.54,2023-11-18,Successful,BAN529,Banjara Hills,Hyderabad,Debit,Merchant_89,Health
37c7f5ce890e2e4ebdd301bf3781f480,a4b59cd65669ecd4681c1dc85488f902,93.35,2023-10-19,Successful,BAN653,Banjara Hills,Hyderabad,Net Banking,Merchant_87,Groceries
cb74815959f6d333fd740a5e437d666d,3dc9344bc6e94f7709b582509dddc3c3,903.75,2023-10-15,Successful,BAN947,Banjara Hills,Hyderabad,Credit,Merchant_7,Clothing
b58f6c85a214466836ea888872815b78,17c33b85cac77404c6e4d97e3eea7cf5,420.92,2023-03-14,Successful,BAN204,Banjara Hills,Hyderabad,UPI,Merchant_2,Groceries
888a15d465c4a9b512c1a8c34913d6da,f25840dfaa07f155dfdabfbeb1867cec,204.98,2023-08-06,Failed,BAN272,Banjara Hills,Hyderabad,Net Banking,Merchant_53,Electronics
be7e8a2e48be534b1d3f4955287efc15,021f959334749219a71d40d4381f67d4,498.8,2023-03-03,Failed,BAN238,Banjara Hills,Hyderabad,UPI,Merchant_44,Health
ca2e8df6de5d77c66146733e9d9cac09,a686b4d9633a3af61120da54f0163d45,757.45,2023-11-10,Failed,BAN117,Banjara Hills,Hyderabad,Credit,Merchant_78,Electronics
1c0e01b3dc42b537a238159971bfd29e,077bdaf916666e1d2e56bd61a6d177f6,667.72,2023-09-22,Successful,BAN768,Banjara Hills,Hyderabad,Credit,Merchant_92,Clothing
c012165e4516d6d6b7758b5db217f34b,aa3015c608f9b2d4fe9af8ec32844448,78.05,2023-10-03,Failed,BAN102,Banjara Hills,Hyderabad,Credit,Merchant_62,Clothing
f4e86071a5bd172ed71f5fe8626e8e51,e2a6adeb376d79f9eaee5822e57b8d75,932.74,2023-02-26,Failed,BAN188,Banjara Hills,Hyderabad,Credit,Merchant_38,Health
7f7c63cbb8b3e24aefa8def774f8f931,c1619f178180aeb7f58f5c35d994ea36,716.3,2023-02-05,Successful,BAN902,Banjara Hills,Hyderabad,Net Banking,Merchant_63,Clothing
186e8578171a5a392545e3fcb98a3de2,06e71f96bfccb0191b0580530ecc06c2,237.67,2023-06-30,Successful,BAN172,Banjara Hills,Hyderabad,UPI,Merchant_8,Clothing
a4499a674f14c2c78912fa2654e9bff8,5abc0b20ad39f5c6f79f69678f9cf5f1,591.81,2023-02-05,Failed,BAN267,Banjara Hills,Hyderabad,Credit,Merchant_28,Health
290cfb6d792e3e8a263036891897970b,0d73ff841529eb13839a617ea325d776,27.46,2023-01-28,Successful,BAN187,Banjara Hills,Hyderabad,Debit,Merchant_78,Electronics
ad6b7f7a2115519af7740bc99e55a239,6f1abb9bf510fe231108e09c57a8185e,773.22,2023-04-08,Failed,BAN702,Banjara Hills,Hyderabad,Credit,Merchant_71,Electronics
0f07035322b2c9a1d0d27a681de55142,ca421e81dc72fde3ad56d3273c9eb9ad,608.86,2023-12-05,Successful,BAN317,Banjara Hills,Hyderabad,Debit,Merchant_48,Groceries
5d280ba63398e7a9b1417ed073d90bb9,bb62fbe5901774140a24c5d5934f0994,879.34,2023-03-04,Failed,BAN635,Banjara Hills,Hyderabad,Net Banking,Merchant_54,Health
3b93d24be291a29b11b396fb81098ab2,c987d0c4da6460a92c2bbfecf1fbc419,183.21,2023-03-13,Failed,BAN795,Banjara Hills,Hyderabad,Debit,Merchant_7,Groceries
6eb6b25e18545545e78d9de60a45245a,3e79caed76888331c4aeec46cbe92c78,688.07,2023-06-24,Failed,BAN828,Banjara Hills,Hyderabad,Net Banking,Merchant_75,Groceries
83265ce96490ffbb9263e0a4d4aa7442,6544c55dfd6131c85c2821df535626c3,743.16,2023-03-14,Failed,BAN208,Banjara Hills,Hyderabad,Credit,Merchant_33,Health
5b3a32e1df04399b1a33bc0742610b66,85a5a8ad668c43243eae426c27cc9879,584.69,2023-12-17,Failed,BAN428,Banjara Hills,Hyderabad,UPI,Merchant_82,Clothing
97934cf429ca04960bfec9c8954c2faa,41ca18ca91b292973af1335a4e38f4f9,216.82,2023-11-25,Failed,BAN782,Banjara Hills,Hyderabad,Credit,Merchant_37,Clothing
c553d334abfa80d7272312c12c28e34f,be3a5054839f5e485b9a0aecf6bad97c,823.91,2023-11-29,Successful,BAN494,Banjara Hills,Hyderabad,Debit,Merchant_47,Groceries
c37b76296a1e1289a8cfe1d3e4820acc,b1135a68a9590ebbe2336f0f4c12200e,660.42,2023-07-06,Failed,BAN271,Banjara Hills,Hyderabad,Debit,Merchant_89,Clothing
dc41466eff316600752af38ee06bd7a0,d672c3b3134fe64d16922a7ebdc46dce,482.28,2023-05-09,Successful,BAN869,Banjara Hills,Hyderabad,Credit,Merchant_47,Clothing
98b330a6126e0cd8b287590505627021,b8cad25fe4e519128d9c84861fcd9924,254.31,2023-04-08,Failed,BAN401,Banjara Hills,Hyderabad,Credit,Merchant_71,Clothing
0e2a396d9b90e74cf73a899f0ee4fa85,713c4aed833343197007bbc86cc942c5,808.31,2023-01-28,Failed,BAN476,Banjara Hills,Hyderabad,UPI,Merchant_73,Clothing
0a710835643d1bf9bea3d0acb400af1c,a502c95e9f8a4c4aab2a75600237c903,981.93,2023-12-13,Failed,BAN247,Banjara Hills,Hyderabad,Net Banking,Merchant_41,Electronics
30af5399071ddd4fe04e9abf76ce35a0,e5fd50be377e836b445a12dc1d2f753f,884.26,2023-05-10,Failed,BAN163,Banjara Hills,Hyderabad,UPI,Merchant_3,Clothing
afca2bc207bdccc332e4f47a39d3429a,7500da8e4b9e13ab0921aebfcb061251,350.57,2023-05-24,Successful,BAN456,Banjara Hills,Hyderabad,Debit,Merchant_4,Groceries
83aafccecfd03321052eac78ac392da0,328c3682718f920d00382198a12f3bfc,29.46,2023-11-25,Failed,BAN848,Banjara Hills,Hyderabad,Credit,Merchant_82,Groceries
963f1307671fc80a3b304361e414328d,e7f6db793f093595b3fd242718398611,297.52,2023-07-21,Successful,BAN725,Banjara Hills,Hyderabad,Credit,Merchant_2,Health
363a489dbfb8d6ec461997d16f803880,b1cf055385549da1ec29946113433f15,998.16,2023-03-26,Failed,BAN662,Banjara Hills,Hyderabad,Debit,Merchant_3,Electronics
9b9302e3450a2f7aa2188ca9ad03dd61,7a3b35b7c3b5a5d7a7c53a79f7659eb1,365.4,2023-04-17,Successful,BAN161,Banjara Hills,Hyderabad,Debit,Merchant_79,Groceries
4db174a343da74e6f3777331cdd1d2b6,7a378364b3a2f308e2ac389923005fd6,302.04,2023-08-21,Successful,BAN390,Banjara Hills,Hyderabad,Net Banking,Merchant_81,Clothing
