Transaction ID,Customer ID,Amount,Date,Status,Branch ID,Branch Name,City,Payment Mode,Merchant Name,Product Category
97bae1c5f668c1fb92f9f9a4bca86e1d,3748499513d47a852ba1d9b1f4177675,945.38,2023-04-16,Successful,IND115,Indiranagar,Bangalore,UPI,Merchant_31,Electronics
663c477fe0dbc67a18061d05cd6baa72,191515fca349124d4153644d8697a8bd,721.56,2023-02-01,Successful,IND477,Indiranagar,Bangalore,Credit,Merchant_15,Clothing
a02bce12ada780dd439fb9487261e6ae,6134d44f31fd3ba887049a01d191bd88,395.95,2023-04-10,Failed,IND308,Indiranagar,Bangalore,UPI,Merchant_80,Clothing
43302bbc60a986230a1388fd0502a795,954af513747d29a24c2a2eaaba652481,719.15,2023-02-02,Failed,IND612,Indiranagar,Bangalore,UPI,Merchant_67,Clothing
3c68f3d5e8a866ab8b5ab85bcf929b8b,937e2f95eaecee3ed76c845a55ebe91b,719.7,2023-03-18,Successful,IND185,Indiranagar,Bangalore,Debit,Merchant_9,Health
6dc1a38a7a79a56a2e21f7707e851252,dd65c844b7c311ccd5c395747426a86f,19.08,2023-10-03,Successful,IND821,Indiranagar,Bangalore,Debit,Merchant_27,Health
c3e6fd92bcde05bad7aff6e34ce47655,7bd08c65d6293e3d7f3166a3e53fd1de,290.13,2023-11-08,Failed,IND647,Indiranagar,Bangalore,Debit,Merchant_79,Electronics
c83c21f46be15f52284cfca3429788de,987384145fc04af98a5fe542e50caf6a,881.78,2023-12-26,Successful,IND439,Indiranagar,Bangalore,Credit,Merchant_20,Groceries
f9ea88aec380f8427a3596d6b2f12a7f,1fefbd5e4b98c6273880032ee8fe8c3f,533.56,2023-10-12,Successful,IND588,Indiranagar,Bangalore,Net Banking,Merchant_23,Groceries
c2692e5bb365e3f22919db26fb658284,dfcaf7afa3c5f1ed0c51b99097ddb515,914.79,2023-06-24,Successful,IND839,Indiranagar,Bangalore,Net Banking,Merchant_78,Electronics
08fd02e77b798d3e24548b3baefda8a2,0e6173d725a41ebe75c66bcb43e6d7d7,316.61,2023-02-26,Failed,IND296,Indiranagar,Bangalore,Credit,Merchant_96,Electronics
6692ea3831a1b2b40a56b851bd1928bd,7f7de7a5992157d64e61b9bb7f60d962,151.35,2023-08-18,Successful,IND954,Indiranagar,Bangalore,Net Banking,Merchant_88,Clothing
cc4c0785848010b68a21f23d1ac6c195,de756a491e637a977701ffb1a6ff5c69,839.48,2023-10-23,Successful,IND860,Indiranagar,Bangalore,UPI,Merchant_20,Health
1344a3588ae32ed858bc88fd26f9c516,998bad555cd0e19b61e3d48d4bff2760,426.44,2023-01-23,Successful,IND642,Indiranagar,Bangalore,UPI,Merchant_68,Groceries
d0a805c9c20db6aa28f0176d5225c501,c2f52df882dfc194d3c5b173b29782ab,916.18,2023-02-16,Failed,IND538,Indiranagar,Bangalore,Debit,Merchant_38,Health
e9a26d485b0349d6a607c0ecd0a5d212,5efc34a86ab79cdefdb2dd5839fd6e11,491.5,2023-09-08,Failed,IND852,Indiranagar,Bangalore,UPI,Merchant_88,Electronics
321afba9d7aee13e3bb9ba95e005a251,c5bea440d43f3b82a8dd449aaeffa7a1,907.83,2023-07-14,Failed,IND885,Indiranagar,Bangalore,Net Banking,Merchant_13,Groceries
7bab70225eb6ffceb07596fe50e8c532,ae9a4f1dcaa0e19c6c5a964dcae20fa8,119.77,2023-05-31,Successful,IND638,Indiranagar,Bangalore,UPI,Merchant_62,Electronics
dcbabdd89c9b7e6d6a8e80a30ed05930,ae3df259de6227913a8f86ebfcc8b89b,677.82,2023-05-29,Failed,IND489,Indiranagar,Bangalore,Credit,Merchant_1,Groceries
09b0f6002410afb4705a63a81b8822b6,6c52d46aa319337aaad2239abbfa7488,94.47,2023-05-20,Successful,IND383,Indiranagar,Bangalore,Credit,Merchant_21,Clothing
fd2e60213866a6960d34706fdaf35a6a,74ae2bc6313f7fd0aca93b53159594e2,370.33,2023-11-13,Successful,IND870,Indiranagar,Bangalore,Net Banking,Merchant_8,Health
9133841d607cbf944d1c4b50824ca287,dd058a9efeb4b81b070f60ad8ff51db1,13.17,2023-12-31,Failed,IND684,Indiranagar,Bangalore,Net Banking,Merchant_76,Clothing
709d42fb80f6938a9b9118a88b4ace4e,a35c19fa51f04f5ed44638eabd5297c6,51.06,2023-04-14,Failed,IND314,Indiranagar,Bangalore,Debit,Merchant_67,Electronics
55eed488709d872f19106273aab788c6,c39220e921a109d89a4f9c7e6beab39c,633.29,2023-08-02,Failed,IND564,Indiranagar,Bangalore,Credit,Merchant_49,Electronics
